Team,Match,Alliance,Time,X,Y
492,58,blue,0.1,8.05,25.06
492,58,blue,0.2,8.16,25.11
492,58,blue,0.3,8.12,25.07
492,58,blue,0.4,8.35,25.17
492,58,blue,0.5,8.55,25.23
492,58,blue,0.6,8.55,25.16
492,58,blue,0.7,8.36,25.06
492,58,blue,0.8,8.3,25.02
492,58,blue,0.9,8.14,24.96
492,58,blue,1.0,7.93,24.85
492,58,blue,1.1,7.94,24.76
492,58,blue,1.2,8.06,24.68
492,58,blue,1.3,8.38,24.59
492,58,blue,1.4,8.54,24.4
492,58,blue,1.5,8.83,24.23
492,58,blue,1.6,9.08,24.05
492,58,blue,1.7,9.16,23.81
492,58,blue,1.8,9.35,23.61
492,58,blue,1.9,9.62,23.46
492,58,blue,2.0,9.98,23.28
492,58,blue,2.1,10.31,23.09
492,58,blue,2.2,10.78,22.92
492,58,blue,2.3,11.09,22.8
492,58,blue,2.4,11.41,22.73
492,58,blue,2.5,11.54,22.63
492,58,blue,2.6,11.54,22.61
492,58,blue,2.7,11.6,22.62
492,58,blue,2.8,11.48,22.59
492,58,blue,2.9,11.55,22.53
492,58,blue,3.0,11.51,22.56
492,58,blue,3.1,11.53,22.55
492,58,blue,3.2,11.6,22.54
492,58,blue,3.3,11.76,22.56
492,58,blue,3.4,11.88,22.62
492,58,blue,3.5,11.87,22.68
492,58,blue,3.6,12.0,22.74
492,58,blue,3.7,11.99,22.79
492,58,blue,3.8,12.02,22.82
492,58,blue,3.9,11.88,22.79
492,58,blue,4.0,11.87,22.8
492,58,blue,4.1,11.99,22.82
492,58,blue,4.2,11.97,22.72
492,58,blue,4.3,11.97,22.66
492,58,blue,4.4,11.95,22.64
492,58,blue,4.5,11.96,22.66
492,58,blue,4.6,11.87,22.6
492,58,blue,4.7,11.64,22.54
492,58,blue,4.8,11.63,22.57
492,58,blue,4.9,11.65,22.58
492,58,blue,5.0,11.64,22.58
492,58,blue,5.1,11.77,22.62
492,58,blue,5.2,11.89,22.67
492,58,blue,5.3,12.08,22.68
492,58,blue,5.4,11.99,22.67
492,58,blue,5.5,11.95,22.64
492,58,blue,5.6,11.92,22.63
492,58,blue,5.7,11.78,22.59
492,58,blue,5.8,11.73,22.6
492,58,blue,5.9,11.82,22.71
492,58,blue,6.0,12.11,22.79
492,58,blue,6.1,12.34,22.82
492,58,blue,6.2,12.63,22.92
492,58,blue,6.3,13.17,23.01
492,58,blue,6.4,13.56,23.18
492,58,blue,6.5,13.99,23.43
492,58,blue,6.6,14.32,23.63
492,58,blue,6.7,14.87,23.94
492,58,blue,6.8,15.26,24.17
492,58,blue,6.9,15.45,24.4
492,58,blue,7.0,15.81,24.54
492,58,blue,7.1,15.83,24.53
492,58,blue,7.2,15.85,24.51
492,58,blue,7.3,15.88,24.51
492,58,blue,7.4,16.17,24.56
492,58,blue,7.5,16.57,24.6
492,58,blue,7.6,16.85,24.62
492,58,blue,7.7,17.37,24.71
492,58,blue,7.8,17.82,24.75
492,58,blue,7.9,18.2,24.79
492,58,blue,8.0,18.61,24.76
492,58,blue,8.1,18.81,24.68
492,58,blue,8.2,19.07,24.6
492,58,blue,8.3,19.32,24.5
492,58,blue,8.4,19.7,24.51
492,58,blue,8.5,20.06,24.48
492,58,blue,8.6,20.21,24.51
492,58,blue,8.7,20.45,24.52
492,58,blue,8.8,20.71,24.54
492,58,blue,8.9,20.89,24.55
492,58,blue,9.0,21.15,24.54
492,58,blue,9.1,21.36,24.53
492,58,blue,9.2,21.77,24.51
492,58,blue,9.3,21.96,24.43
492,58,blue,9.4,22.4,24.41
492,58,blue,9.5,22.88,24.42
492,58,blue,9.6,23.29,24.42
492,58,blue,9.7,23.81,24.52
492,58,blue,9.8,24.05,24.53
492,58,blue,9.9,24.66,24.67
492,58,blue,10.0,24.69,24.59
492,58,blue,10.1,24.91,24.53
492,58,blue,10.2,25.0,24.54
492,58,blue,10.3,24.98,24.42
492,58,blue,10.4,25.05,24.42
492,58,blue,10.5,24.9,24.31
492,58,blue,10.6,25.16,24.4
492,58,blue,10.7,25.15,24.4
492,58,blue,10.8,25.18,24.33
492,58,blue,10.9,25.34,24.33
492,58,blue,11.0,25.51,24.3
492,58,blue,11.1,25.73,24.32
492,58,blue,11.2,25.78,24.28
492,58,blue,11.3,25.88,24.32
492,58,blue,11.4,26.02,24.33
492,58,blue,11.5,25.96,24.3
492,58,blue,11.6,25.86,24.26
492,58,blue,11.7,25.74,24.23
492,58,blue,11.8,25.92,24.27
492,58,blue,11.9,25.88,24.23
492,58,blue,12.0,25.88,24.3
492,58,blue,12.1,25.99,24.34
492,58,blue,12.2,25.97,24.34
492,58,blue,12.3,25.96,24.35
492,58,blue,12.4,25.67,24.29
492,58,blue,12.5,25.6,24.26
492,58,blue,12.6,25.52,24.2
492,58,blue,12.7,25.23,24.12
492,58,blue,12.8,25.17,24.13
492,58,blue,12.9,25.15,24.15
492,58,blue,13.0,25.0,24.18
492,58,blue,13.1,24.79,24.24
492,58,blue,13.2,24.65,24.34
492,58,blue,13.3,24.55,24.45
492,58,blue,13.4,24.18,24.47
492,58,blue,13.5,23.65,24.44
492,58,blue,13.6,23.27,24.49
492,58,blue,13.7,22.95,24.5
492,58,blue,13.8,22.23,24.4
492,58,blue,13.9,21.71,24.28
492,58,blue,14.0,21.11,24.16
492,58,blue,14.1,20.56,24.06
492,58,blue,14.2,19.89,23.91
492,58,blue,14.3,18.97,23.74
492,58,blue,14.4,18.21,23.51
492,58,blue,14.5,17.15,23.26
492,58,blue,14.6,16.19,23.03
492,58,blue,14.7,15.2,22.74
492,58,blue,14.8,14.37,22.45
492,58,blue,14.9,13.67,22.13
492,58,blue,15.0,13.14,21.95
492,58,blue,15.1,12.79,21.82
492,58,blue,15.2,12.51,21.71
492,58,blue,15.3,12.47,21.7
492,58,blue,15.4,12.3,21.66
492,58,blue,15.5,12.25,21.64
492,58,blue,15.6,12.17,21.65
492,58,blue,15.7,12.11,21.66
492,58,blue,15.8,12.13,21.68
492,58,blue,15.9,12.08,21.66
492,58,blue,16.0,12.16,21.66
