matchNumber,teamNumber,startPosition,preLoadedBalls,auto-bottom port,auto-Outer port,crossedLine,cellsCollected,Bottom Port,Top Port,missed,rotation,colorControl,balanced,parked,climbed,helped,defended,additionalComments
53 ,3268 ,null,true,0,0,true,0,0,0,0,0,false,false,false,false,false,false,  
53 ,1294 ,null,true,0,0,false,0,0,1,0,0,false,false,false,false,false,false,  
53 ,8032 ,null,true,0,0,true,3,0,0,0,0,false,false,true,false,false,true,  
53 ,4309 ,null,true,0,0,true,0,0,15,0,0,false,true,false,false,false,false,stable shot  
53 ,4911 ,null,true,0,0,true,0,0,15,0,0,false,true,false,true,false,false,  
54 ,2976 ,null,true,0,0,false,0,0,9,0,0,false,true,false,true,false,false,  
54 ,4683 ,null,true,0,0,true,0,4,0,0,0,false,false,false,false,false,false,  
54 ,7627 ,null,true,0,0,true,2,0,0,0,0,false,false,true,false,false,true,  
54 ,3826 ,null,true,0,3,true,0,0,2,0,0,false,true,false,true,false,false,  
54 ,4180 ,null,true,0,2,true,0,0,0,0,0,false,false,false,false,false,false,Can't shot?  
54 ,2522 ,null,true,0,2,true,0,0,6,0,0,false,true,false,true,false,false,  
55 ,1899 ,null,true,0,0,false,0,0,2,0,0,false,false,true,false,false,false,  
55 ,4173 ,null,true,0,0,false,2,0,0,0,0,false,false,true,false,false,false,  
55 ,2412 ,null,true,0,1,true,0,0,0,0,0,false,false,true,false,false,false,  
55 ,8059 ,null,false,0,0,true,0,0,0,0,0,false,false,false,false,false,false,they didn't move entire match  
55 ,4173 ,null,false,0,0,true,0,0,1,0,0,false,false,false,false,false,false,slow movement  
55 ,1778 ,null,true,0,3,true,0,0,9,0,0,false,false,false,false,false,false,  
56 ,2903 ,null,false,0,0,false,0,0,0,0,0,false,false,false,false,false,false,  
56 ,4681 ,null,true,0,0,true,0,0,5,0,0,false,true,false,true,false,false,  
56 ,949 ,null,true,0,0,true,2,0,4,0,0,false,false,true,false,false,false,  
56 ,4512 ,null,true,0,0,true,0,0,0,0,0,false,false,false,true,false,true,  
56 ,4513 ,null,true,0,0,false,0,0,5,0,0,false,false,false,false,false,false,Unclear whether or not they got any points in the automatic phase  
56 ,4089 ,null,true,0,2,true,0,0,1,0,0,false,false,true,false,false,false,  
57 ,4915 ,null,true,0,0,false,0,0,0,0,0,false,false,true,false,false,true,  
57 ,2928 ,null,true,0,1,true,0,0,1,0,0,false,false,false,false,false,false,  
57 ,1318 ,null,true,0,2,true,0,0,2,0,0,false,false,false,true,false,false,  
57 ,4309 ,null,false,0,0,false,0,0,12,0,0,false,false,false,false,false,false,  
57 ,7627 ,null,true,0,0,false,0,3,0,0,0,false,false,false,false,false,false,The robot moved very fast, and pushed well too. the team also played very aggrssively  
57 ,4911 ,null,true,0,0,true,2,0,22,0,0,false,false,true,false,false,false,  
58 ,7461 ,null,true,0,0,false,0,0,0,0,0,false,false,true,false,false,true,  
58 ,8059 ,null,false,0,0,true,0,0,0,0,0,false,false,false,false,false,false,  
58 ,492 ,null,true,0,0,false,0,0,6,0,0,false,false,true,false,false,false,  
58 ,2522 ,null,true,0,0,true,0,0,1,0,0,false,false,true,true,false,false,their robot didn't seem to be responding well this match  
58 ,3826 ,null,true,0,1,false,0,0,9,0,0,false,false,false,true,false,false,  
58 ,4205 ,null,true,0,3,false,0,0,0,0,0,false,false,true,true,false,false,   
59 ,1778 ,null,true,0,3,true,0,0,4,0,0,false,false,false,false,false,false,  
